Municipio;latitude;longitude
BRASILIA;-63131367,09;-135796386,1
BRASILIA;-63150818,14;-135837934,9
BRASILIA;latitude;longitude
BRASILIA;-63170269,19;-135879483,7
BRASILIA;-63189720,24;-135921032,5
BRASILIA;-63209171,28;-135962581,3
BRASILIA;-63228622,33;-136004130
BRASILIA;-63248073,38;-136045678,8
BRASILIA;-63267524,43;-136087227,6
BRASILIA;-63286975,48;-136128776,4
BRASILIA;-63306426,52;-136170325,2
BRASILIA;-63325877,57;-136211874
BRASILIA;-63345328,62;-136253422,7
BRASILIA;-63364779,67;-136294971,5
BRASILIA;-63384230,72;-136336520,3
BRASILIA;-63403681,76;-136378069,1
BRASILIA;-63423132,81;-136419617,9
BRASILIA;-63442583,86;-136461166,6
BRASILIA;-63462034,91;-136502715,4
BRASILIA;-63481485,96;-136544264,2
BRASILIA;-63500937;-136585813
BRASILIA;-63520388,05;-136627361,8
BRASILIA;-63539839,1;-136668910,5
BRASILIA;-63559290,15;-136710459,3
BRASILIA;latitude;longitude
BRASILIA;-63578741,2;-136752008,1
BRASILIA;-63598192,24;-136793556,9
BRASILIA;-63617643,29;-136835105,7
BRASILIA;-63637094,34;-136876654,4
BRASILIA;-63656545,39;-136918203,2
BRASILIA;-63675996,44;-136959752
BRASILIA;-63695447,48;-137001300,8
BRASILIA;-63714898,53;-137042849,6
BRASILIA;-63734349,58;-137084398,3
BRASILIA;-63753800,63;-137125947,1
BRASILIA;-63773251,68;-137167495,9
BRASILIA;-63792702,72;-137209044,7
BRASILIA;-63812153,77;-137250593,5
BRASILIA;-63831604,82;-137292142,2
BRASILIA;-63851055,87;-137333691
BRASILIA;-63870506,92;-137375239,8
BRASILIA;-63889957,96;-137416788,6
BRASILIA;-63909409,01;-137458337,4
BRASILIA;-63928860,06;-137499886,1
BRASILIA;-63948311,11;-137541434,9
BRASILIA;-63967762,16;-137582983,7
BRASILIA;latitude;longitude
BRASILIA;-63987213,21;-137624532,5
BRASILIA;-64006664,25;-137666081,3
BRASILIA;-64026115,3;-137707630,1
BRASILIA;-64045566,35;-137749178,8
BRASILIA;-64065017,4;-137790727,6
BRASILIA;-64084468,45;-137832276,4
BRASILIA;-64103919,49;-137873825,2
BRASILIA;-64123370,54;-137915374
BRASILIA;-64142821,59;-137956922,7
BRASILIA;-64162272,64;-137998471,5
BRASILIA;-64181723,69;-138040020,3
BRASILIA;-64201174,73;-138081569,1
BRASILIA;-64220625,78;-138123117,9
BRASILIA;-64240076,83;-138164666,6
BRASILIA;-64259527,88;-138206215,4
BRASILIA;-64278978,93;-138247764,2
BRASILIA;-64298429,97;-138289313
BRASILIA;-64317881,02;-138330861,8
BRASILIA;-64337332,07;-138372410,5
BRASILIA;-64356783,12;-138413959,3
BRASILIA;-64376234,17;-138455508,1
BRASILIA;latitude;longitude
BRASILIA;-64395685,21;-138497056,9
BRASILIA;-64415136,26;-138538605,7
BRASILIA;-64434587,31;-138580154,4
BRASILIA;-64454038,36;-138621703,2
BRASILIA;-64473489,41;-138663252
BRASILIA;-64492940,45;-138704800,8
BRASILIA;-64512391,5;-138746349,6
BRASILIA;-64531842,55;-138787898,3
BRASILIA;-64551293,6;-138829447,1
BRASILIA;-64570744,65;-138870995,9
BRASILIA;-64590195,69;-138912544,7
BRASILIA;-64609646,74;-138954093,5
BRASILIA;-64629097,79;-138995642,2
BRASILIA;-64648548,84;-139037191
BRASILIA;-64667999,89;-139078739,8
BRASILIA;-64687450,94;-139120288,6
BRASILIA;-64706901,98;-139161837,4
BRASILIA;-64726353,03;-139203386,1
BRASILIA;-64745804,08;-139244934,9
BRASILIA;-64765255,13;-139286483,7
BRASILIA;-64784706,18;-139328032,5
BRASILIA;latitude;longitude
BRASILIA;-64804157,22;-139369581,3
BRASILIA;-64823608,27;-139411130,1
BRASILIA;-64843059,32;-139452678,8
BRASILIA;-64862510,37;-139494227,6
BRASILIA;-64881961,42;-139535776,4
BRASILIA;-64901412,46;-139577325,2
BRASILIA;-64920863,51;-139618874
BRASILIA;-64940314,56;-139660422,7
BRASILIA;-64959765,61;-139701971,5
BRASILIA;-64979216,66;-139743520,3
BRASILIA;-64998667,7;-139785069,1
BRASILIA;-65018118,75;-139826617,9
BRASILIA;-65037569,8;-139868166,6
BRASILIA;-65057020,85;-139909715,4
BRASILIA;-65076471,9;-139951264,2
BRASILIA;-65095922,94;-139992813
BRASILIA;-65115373,99;-140034361,8
BRASILIA;-65134825,04;-140075910,5
BRASILIA;-65154276,09;-140117459,3
BRASILIA;-65173727,14;-140159008,1
BRASILIA;-65193178,18;-140200556,9
BRASILIA;latitude;longitude
BRASILIA;-65212629,23;-140242105,7
BRASILIA;-65232080,28;-140283654,4
BRASILIA;-65251531,33;-140325203,2
BRASILIA;-65270982,38;-140366752
BRASILIA;-65290433,42;-140408300,8
BRASILIA;-65309884,47;-140449849,6
BRASILIA;-65329335,52;-140491398,3
BRASILIA;-65348786,57;-140532947,1
BRASILIA;-65368237,62;-140574495,9
BRASILIA;-65387688,66;-140616044,7
BRASILIA;-65407139,71;-140657593,5
BRASILIA;-65426590,76;-140699142,2
BRASILIA;-65446041,81;-140740691
BRASILIA;-65465492,86;-140782239,8
BRASILIA;-65484943,91;-140823788,6
BRASILIA;-65504394,95;-140865337,4
BRASILIA;-65523846;-140906886,2
BRASILIA;-65543297,05;-140948434,9
BRASILIA;-65562748,1;-140989983,7
BRASILIA;-65582199,15;-141031532,5
BRASILIA;-65601650,19;-141073081,3
BRASILIA;latitude;longitude
BRASILIA;-65621101,24;-141114630,1
BRASILIA;-65640552,29;-141156178,8
BRASILIA;-65660003,34;-141197727,6
BRASILIA;-65679454,39;-141239276,4
BRASILIA;-65698905,43;-141280825,2
BRASILIA;-65718356,48;-141322374
BRASILIA;-65737807,53;-141363922,7
BRASILIA;-65757258,58;-141405471,5
BRASILIA;-65776709,63;-141447020,3
BRASILIA;-65796160,67;-141488569,1
BRASILIA;-65815611,72;-141530117,9
BRASILIA;-65835062,77;-141571666,6
BRASILIA;-65854513,82;-141613215,4
BRASILIA;-65873964,87;-141654764,2
BRASILIA;-65893415,91;-141696313
BRASILIA;-65912866,96;-141737861,8
BRASILIA;-65932318,01;-141779410,5
BRASILIA;-65951769,06;-141820959,3
BRASILIA;-65971220,11;-141862508,1
BRASILIA;-65990671,15;-141904056,9
BRASILIA;-66010122,2;-141945605,7
BRASILIA;latitude;longitude
BRASILIA;-66029573,25;-141987154,4
BRASILIA;-66049024,3;-142028703,2
BRASILIA;-66068475,35;-142070252
BRASILIA;-66087926,39;-142111800,8
BRASILIA;-66107377,44;-142153349,6
BRASILIA;-66126828,49;-142194898,3
BRASILIA;-66146279,54;-142236447,1
BRASILIA;-66165730,59;-142277995,9
BRASILIA;-66185181,64;-142319544,7
BRASILIA;-66204632,68;-142361093,5
BRASILIA;-66224083,73;-142402642,2
BRASILIA;-66243534,78;-142444191
BRASILIA;-66262985,83;-142485739,8
BRASILIA;-66282436,88;-142527288,6
BRASILIA;-66301887,92;-142568837,4
BRASILIA;-66321338,97;-142610386,2
BRASILIA;-66340790,02;-142651934,9
BRASILIA;-66360241,07;-142693483,7
BRASILIA;-66379692,12;-142735032,5
BRASILIA;-66399143,16;-142776581,3
BRASILIA;-66418594,21;-142818130,1
BRASILIA;latitude;longitude
BRASILIA;-66438045,26;-142859678,8
BRASILIA;-66457496,31;-142901227,6
BRASILIA;-66476947,36;-142942776,4
BRASILIA;-66496398,4;-142984325,2
BRASILIA;-66515849,45;-143025874
BRASILIA;-66535300,5;-143067422,7
BRASILIA;-66554751,55;-143108971,5
BRASILIA;-66574202,6;-143150520,3
BRASILIA;-66593653,64;-143192069,1
BRASILIA;-66613104,69;-143233617,9
BRASILIA;-66632555,74;-143275166,6
BRASILIA;-66652006,79;-143316715,4
BRASILIA;-66671457,84;-143358264,2
BRASILIA;-66690908,88;-143399813
BRASILIA;-66710359,93;-143441361,8
BRASILIA;-66729810,98;-143482910,5
BRASILIA;-66749262,03;-143524459,3
BRASILIA;-66768713,08;-143566008,1
BRASILIA;-66788164,12;-143607556,9
BRASILIA;-66807615,17;-143649105,7
BRASILIA;-66827066,22;-143690654,4
BRASILIA;latitude;longitude
BRASILIA;-66846517,27;-143732203,2
BRASILIA;-66865968,32;-143773752
BRASILIA;-66885419,36;-143815300,8
BRASILIA;-66904870,41;-143856849,6
BRASILIA;-66924321,46;-143898398,3
BRASILIA;-66943772,51;-143939947,1
BRASILIA;-66963223,56;-143981495,9
BRASILIA;-66982674,61;-144023044,7
BRASILIA;-67002125,65;-144064593,5
BRASILIA;-67021576,7;-144106142,3
BRASILIA;-67041027,75;-144147691
BRASILIA;-67060478,8;-144189239,8
BRASILIA;-67079929,85;-144230788,6
BRASILIA;-67099380,89;-144272337,4
BRASILIA;-67118831,94;-144313886,2
BRASILIA;-67138282,99;-144355434,9
BRASILIA;-67157734,04;-144396983,7
BRASILIA;-67177185,09;-144438532,5
BRASILIA;-67196636,13;-144480081,3
BRASILIA;-67216087,18;-144521630,1
BRASILIA;-67235538,23;-144563178,8
BRASILIA;latitude;longitude
BRASILIA;-67254989,28;-144604727,6
BRASILIA;-67274440,33;-144646276,4
BRASILIA;-67293891,37;-144687825,2
BRASILIA;-67313342,42;-144729374
BRASILIA;-67332793,47;-144770922,7
BRASILIA;-67352244,52;-144812471,5
BRASILIA;-67371695,57;-144854020,3
BRASILIA;-67391146,61;-144895569,1
BRASILIA;-67410597,66;-144937117,9
BRASILIA;-67430048,71;-144978666,6
BRASILIA;-67449499,76;-145020215,4
BRASILIA;-67468950,81;-145061764,2
BRASILIA;-67488401,85;-145103313
BRASILIA;-67507852,9;-145144861,8
BRASILIA;-67527303,95;-145186410,5
BRASILIA;-67546755;-145227959,3
BRASILIA;-67566206,05;-145269508,1
BRASILIA;-67585657,09;-145311056,9
BRASILIA;-67605108,14;-145352605,7
BRASILIA;-67624559,19;-145394154,4
BRASILIA;-67644010,24;-145435703,2
BRASILIA;latitude;longitude
BRASILIA;-67663461,29;-145477252
BRASILIA;-67682912,34;-145518800,8
BRASILIA;-67702363,38;-145560349,6
BRASILIA;-67721814,43;-145601898,3
BRASILIA;-67741265,48;-145643447,1
BRASILIA;-67760716,53;-145684995,9
BRASILIA;-67780167,58;-145726544,7
BRASILIA;-67799618,62;-145768093,5
BRASILIA;-67819069,67;-145809642,3
BRASILIA;-67838520,72;-145851191
BRASILIA;-67857971,77;-145892739,8
BRASILIA;-67877422,82;-145934288,6
BRASILIA;-67896873,86;-145975837,4
BRASILIA;-67916324,91;-146017386,2
BRASILIA;-67935775,96;-146058934,9
BRASILIA;-67955227,01;-146100483,7
BRASILIA;-67974678,06;-146142032,5
BRASILIA;-67994129,1;-146183581,3
BRASILIA;-68013580,15;-146225130,1
BRASILIA;-68033031,2;-146266678,8
BRASILIA;-68052482,25;-146308227,6
BRASILIA;latitude;longitude
BRASILIA;-68071933,3;-146349776,4
BRASILIA;-68091384,34;-146391325,2
BRASILIA;-68110835,39;-146432874
BRASILIA;-68130286,44;-146474422,7
BRASILIA;-68149737,49;-146515971,5
BRASILIA;-68169188,54;-146557520,3
BRASILIA;-68188639,58;-146599069,1
BRASILIA;-68208090,63;-146640617,9
BRASILIA;-68227541,68;-146682166,6
BRASILIA;-68246992,73;-146723715,4
BRASILIA;-68266443,78;-146765264,2
BRASILIA;-68285894,82;-146806813
BRASILIA;-68305345,87;-146848361,8
BRASILIA;-68324796,92;-146889910,5
BRASILIA;-68344247,97;-146931459,3
BRASILIA;-68363699,02;-146973008,1
BRASILIA;-68383150,06;-147014556,9
BRASILIA;-68402601,11;-147056105,7
BRASILIA;-68422052,16;-147097654,4
BRASILIA;-68441503,21;-147139203,2
BRASILIA;-68460954,26;-147180752
BRASILIA;latitude;longitude
BRASILIA;-68480405,31;-147222300,8
BRASILIA;-68499856,35;-147263849,6
BRASILIA;-68519307,4;-147305398,4
BRASILIA;-68538758,45;-147346947,1
BRASILIA;-68558209,5;-147388495,9
BRASILIA;-68577660,55;-147430044,7
BRASILIA;-68597111,59;-147471593,5
BRASILIA;-68616562,64;-147513142,3
BRASILIA;-68636013,69;-147554691
BRASILIA;-68655464,74;-147596239,8
BRASILIA;-68674915,79;-147637788,6
BRASILIA;-68694366,83;-147679337,4
BRASILIA;-68713817,88;-147720886,2
BRASILIA;-68733268,93;-147762434,9
BRASILIA;-68752719,98;-147803983,7
BRASILIA;-68772171,03;-147845532,5
BRASILIA;-68791622,07;-147887081,3
BRASILIA;-68811073,12;-147928630,1
BRASILIA;-68830524,17;-147970178,8
BRASILIA;-68849975,22;-148011727,6
BRASILIA;-68869426,27;-148053276,4
BRASILIA;latitude;longitude
BRASILIA;-68888877,31;-148094825,2
BRASILIA;-68908328,36;-148136374
BRASILIA;-68927779,41;-148177922,7
BRASILIA;-68947230,46;-148219471,5
BRASILIA;-68966681,51;-148261020,3
BRASILIA;-68986132,55;-148302569,1
BRASILIA;-69005583,6;-148344117,9
BRASILIA;-69025034,65;-148385666,6
BRASILIA;-69044485,7;-148427215,4
BRASILIA;-69063936,75;-148468764,2
BRASILIA;-69083387,79;-148510313
BRASILIA;-69102838,84;-148551861,8
BRASILIA;-69122289,89;-148593410,5
BRASILIA;-69141740,94;-148634959,3
BRASILIA;-69161191,99;-148676508,1
BRASILIA;-69180643,04;-148718056,9
BRASILIA;-69200094,08;-148759605,7
BRASILIA;-69219545,13;-148801154,4
BRASILIA;-69238996,18;-148842703,2
BRASILIA;-69258447,23;-148884252
BRASILIA;-69277898,28;-148925800,8
BRASILIA;latitude;longitude
BRASILIA;-69297349,32;-148967349,6
BRASILIA;-69316800,37;-149008898,4
BRASILIA;-69336251,42;-149050447,1
BRASILIA;-69355702,47;-149091995,9
BRASILIA;-69375153,52;-149133544,7
BRASILIA;-69394604,56;-149175093,5
BRASILIA;-69414055,61;-149216642,3
BRASILIA;-69433506,66;-149258191
BRASILIA;-69452957,71;-149299739,8
BRASILIA;-69472408,76;-149341288,6
BRASILIA;-69491859,8;-149382837,4
BRASILIA;-69511310,85;-149424386,2
BRASILIA;-69530761,9;-149465934,9
BRASILIA;-69550212,95;-149507483,7
BRASILIA;-69569664;-149549032,5
BRASILIA;-69589115,04;-149590581,3
BRASILIA;-69608566,09;-149632130,1
BRASILIA;-69628017,14;-149673678,8
BRASILIA;-69647468,19;-149715227,6
BRASILIA;-69666919,24;-149756776,4
BRASILIA;-69686370,28;-149798325,2
BRASILIA;latitude;longitude
BRASILIA;-69705821,33;-149839874
BRASILIA;-69725272,38;-149881422,7
BRASILIA;-69744723,43;-149922971,5
BRASILIA;-69764174,48;-149964520,3
BRASILIA;-69783625,52;-150006069,1
BRASILIA;-69803076,57;-150047617,9
BRASILIA;-69822527,62;-150089166,6
BRASILIA;-69841978,67;-150130715,4
BRASILIA;-69861429,72;-150172264,2
BRASILIA;-69880880,76;-150213813
BRASILIA;-69900331,81;-150255361,8
BRASILIA;-69919782,86;-150296910,5
BRASILIA;-69939233,91;-150338459,3
BRASILIA;-69958684,96;-150380008,1
BRASILIA;-69978136,01;-150421556,9
BRASILIA;-69997587,05;-150463105,7
BRASILIA;-70017038,1;-150504654,5
BRASILIA;-70036489,15;-150546203,2
BRASILIA;-70055940,2;-150587752
BRASILIA;-70075391,25;-150629300,8
BRASILIA;-70094842,29;-150670849,6
BRASILIA;latitude;longitude
BRASILIA;-70114293,34;-150712398,4
BRASILIA;-70133744,39;-150753947,1
BRASILIA;-70153195,44;-150795495,9
BRASILIA;-70172646,49;-150837044,7
BRASILIA;-70192097,53;-150878593,5
BRASILIA;-70211548,58;-150920142,3
BRASILIA;-70230999,63;-150961691
BRASILIA;-70250450,68;-151003239,8
BRASILIA;-70269901,73;-151044788,6
BRASILIA;-70289352,77;-151086337,4
BRASILIA;-70308803,82;-151127886,2
BRASILIA;-70328254,87;-151169434,9
BRASILIA;-70347705,92;-151210983,7
BRASILIA;-70367156,97;-151252532,5
BRASILIA;-70386608,01;-151294081,3
BRASILIA;-70406059,06;-151335630,1
BRASILIA;-70425510,11;-151377178,8
BRASILIA;-70444961,16;-151418727,6
BRASILIA;-70464412,21;-151460276,4
BRASILIA;-70483863,25;-151501825,2
BRASILIA;-70503314,3;-151543374
BRASILIA;latitude;longitude
BRASILIA;-70522765,35;-151584922,7
BRASILIA;-70542216,4;-151626471,5
BRASILIA;-70561667,45;-151668020,3
BRASILIA;-70581118,49;-151709569,1
BRASILIA;-70600569,54;-151751117,9
BRASILIA;-70620020,59;-151792666,6
BRASILIA;-70639471,64;-151834215,4
BRASILIA;-70658922,69;-151875764,2
BRASILIA;-70678373,74;-151917313
BRASILIA;-70697824,78;-151958861,8
BRASILIA;-70717275,83;-152000410,5
BRASILIA;-70736726,88;-152041959,3
BRASILIA;-70756177,93;-152083508,1
BRASILIA;-70775628,98;-152125056,9
BRASILIA;-70795080,02;-152166605,7
BRASILIA;-70814531,07;-152208154,5
BRASILIA;-70833982,12;-152249703,2
BRASILIA;-70853433,17;-152291252
BRASILIA;-70872884,22;-152332800,8
BRASILIA;-70892335,26;-152374349,6
BRASILIA;-70911786,31;-152415898,4
BRASILIA;latitude;longitude
BRASILIA;-70931237,36;-152457447,1
BRASILIA;-70950688,41;-152498995,9
BRASILIA;-70970139,46;-152540544,7
BRASILIA;-70989590,5;-152582093,5
BRASILIA;-71009041,55;-152623642,3
BRASILIA;-71028492,6;-152665191
BRASILIA;-71047943,65;-152706739,8
BRASILIA;-71067394,7;-152748288,6
BRASILIA;-71086845,74;-152789837,4
BRASILIA;-71106296,79;-152831386,2
BRASILIA;-71125747,84;-152872934,9
BRASILIA;-71145198,89;-152914483,7
BRASILIA;-71164649,94;-152956032,5
BRASILIA;-71184100,98;-152997581,3
BRASILIA;-71203552,03;-153039130,1
BRASILIA;-71223003,08;-153080678,8
BRASILIA;-71242454,13;-153122227,6
BRASILIA;-71261905,18;-153163776,4
BRASILIA;-71281356,22;-153205325,2
BRASILIA;-71300807,27;-153246874
BRASILIA;-71320258,32;-153288422,7
BRASILIA;latitude;longitude
BRASILIA;-71339709,37;-153329971,5
BRASILIA;-71359160,42;-153371520,3
BRASILIA;-71378611,46;-153413069,1
BRASILIA;-71398062,51;-153454617,9
BRASILIA;-71417513,56;-153496166,6
BRASILIA;-71436964,61;-153537715,4
BRASILIA;-71456415,66;-153579264,2
BRASILIA;-71475866,71;-153620813
BRASILIA;-71495317,75;-153662361,8
BRASILIA;-71514768,8;-153703910,6
BRASILIA;-71534219,85;-153745459,3
BRASILIA;-71553670,9;-153787008,1
BRASILIA;-71573121,95;-153828556,9
BRASILIA;-71592572,99;-153870105,7
BRASILIA;-71612024,04;-153911654,5
BRASILIA;-71631475,09;-153953203,2
BRASILIA;-71650926,14;-153994752
BRASILIA;-71670377,19;-154036300,8
BRASILIA;-71689828,23;-154077849,6
BRASILIA;-71709279,28;-154119398,4
BRASILIA;-71728730,33;-154160947,1
BRASILIA;latitude;longitude
BRASILIA;-71748181,38;-154202495,9
BRASILIA;-71767632,43;-154244044,7
BRASILIA;-71787083,47;-154285593,5
BRASILIA;-71806534,52;-154327142,3
BRASILIA;-71825985,57;-154368691
BRASILIA;-71845436,62;-154410239,8
BRASILIA;-71864887,67;-154451788,6
BRASILIA;-71884338,71;-154493337,4
BRASILIA;-71903789,76;-154534886,2
BRASILIA;-71923240,81;-154576434,9
BRASILIA;-71942691,86;-154617983,7
BRASILIA;-71962142,91;-154659532,5
BRASILIA;-71981593,95;-154701081,3
BRASILIA;-72001045;-154742630,1
BRASILIA;-72020496,05;-154784178,8
BRASILIA;-72039947,1;-154825727,6
BRASILIA;-72059398,15;-154867276,4
BRASILIA;-72078849,19;-154908825,2
BRASILIA;-72098300,24;-154950374
BRASILIA;-72117751,29;-154991922,7
BRASILIA;-72137202,34;-155033471,5
BRASILIA;latitude;longitude
BRASILIA;-72156653,39;-155075020,3
BRASILIA;-72176104,44;-155116569,1
BRASILIA;-72195555,48;-155158117,9
BRASILIA;-72215006,53;-155199666,6
BRASILIA;-72234457,58;-155241215,4
BRASILIA;-72253908,63;-155282764,2
BRASILIA;-72273359,68;-155324313
BRASILIA;-72292810,72;-155365861,8
BRASILIA;-72312261,77;-155407410,6
BRASILIA;-72331712,82;-155448959,3
BRASILIA;-72351163,87;-155490508,1
BRASILIA;-72370614,92;-155532056,9
BRASILIA;-72390065,96;-155573605,7
BRASILIA;-72409517,01;-155615154,5
BRASILIA;-72428968,06;-155656703,2
BRASILIA;-72448419,11;-155698252
BRASILIA;-72467870,16;-155739800,8
BRASILIA;-72487321,2;-155781349,6
BRASILIA;-72506772,25;-155822898,4
BRASILIA;-72526223,3;-155864447,1
BRASILIA;-72545674,35;-155905995,9
BRASILIA;latitude;longitude
BRASILIA;-72565125,4;-155947544,7
BRASILIA;-72584576,44;-155989093,5
BRASILIA;-72604027,49;-156030642,3
BRASILIA;-72623478,54;-156072191
BRASILIA;-72642929,59;-156113739,8
BRASILIA;-72662380,64;-156155288,6
BRASILIA;-72681831,68;-156196837,4
BRASILIA;-72701282,73;-156238386,2
BRASILIA;-72720733,78;-156279934,9
BRASILIA;-72740184,83;-156321483,7
BRASILIA;-72759635,88;-156363032,5
BRASILIA;-72779086,92;-156404581,3
BRASILIA;-72798537,97;-156446130,1
BRASILIA;-72817989,02;-156487678,8
BRASILIA;-72837440,07;-156529227,6
BRASILIA;-72856891,12;-156570776,4
BRASILIA;-72876342,16;-156612325,2
BRASILIA;-72895793,21;-156653874
BRASILIA;-72915244,26;-156695422,7
BRASILIA;-72934695,31;-156736971,5
BRASILIA;-72954146,36;-156778520,3
BRASILIA;latitude;longitude
BRASILIA;-72973597,41;-156820069,1
BRASILIA;-72993048,45;-156861617,9
BRASILIA;-73012499,5;-156903166,7
BRASILIA;-73031950,55;-156944715,4
BRASILIA;-73051401,6;-156986264,2
BRASILIA;-73070852,65;-157027813
BRASILIA;-73090303,69;-157069361,8
BRASILIA;-73109754,74;-157110910,6
BRASILIA;-73129205,79;-157152459,3
BRASILIA;-73148656,84;-157194008,1
BRASILIA;-73168107,89;-157235556,9
BRASILIA;-73187558,93;-157277105,7
BRASILIA;-73207009,98;-157318654,5
BRASILIA;-73226461,03;-157360203,2
BRASILIA;-73245912,08;-157401752
BRASILIA;-73265363,13;-157443300,8
BRASILIA;-73284814,17;-157484849,6
BRASILIA;-73304265,22;-157526398,4
BRASILIA;-73323716,27;-157567947,1
BRASILIA;-73343167,32;-157609495,9
BRASILIA;-73362618,37;-157651044,7
BRASILIA;latitude;longitude
BRASILIA;-73382069,41;-157692593,5
BRASILIA;-73401520,46;-157734142,3
BRASILIA;-73420971,51;-157775691
BRASILIA;-73440422,56;-157817239,8
BRASILIA;-73459873,61;-157858788,6
BRASILIA;-73479324,65;-157900337,4
BRASILIA;-73498775,7;-157941886,2
BRASILIA;-73518226,75;-157983434,9
BRASILIA;-73537677,8;-158024983,7
BRASILIA;-73557128,85;-158066532,5
BRASILIA;-73576579,89;-158108081,3
BRASILIA;-73596030,94;-158149630,1
BRASILIA;-73615481,99;-158191178,8
BRASILIA;-73634933,04;-158232727,6
BRASILIA;-73654384,09;-158274276,4
BRASILIA;-73673835,14;-158315825,2
BRASILIA;-73693286,18;-158357374
BRASILIA;-73712737,23;-158398922,7
BRASILIA;-73732188,28;-158440471,5
BRASILIA;-73751639,33;-158482020,3
BRASILIA;-73771090,38;-158523569,1
BRASILIA;latitude;longitude
BRASILIA;-73790541,42;-158565117,9
BRASILIA;-73809992,47;-158606666,7
BRASILIA;-73829443,52;-158648215,4
BRASILIA;-73848894,57;-158689764,2
BRASILIA;-73868345,62;-158731313
BRASILIA;-73887796,66;-158772861,8
BRASILIA;-73907247,71;-158814410,6
BRASILIA;-73926698,76;-158855959,3
BRASILIA;-73946149,81;-158897508,1
BRASILIA;-73965600,86;-158939056,9
BRASILIA;-73985051,9;-158980605,7
BRASILIA;-74004502,95;-159022154,5
BRASILIA;-74023954;-159063703,2
BRASILIA;-74043405,05;-159105252
BRASILIA;-74062856,1;-159146800,8
BRASILIA;-74082307,14;-159188349,6
BRASILIA;-74101758,19;-159229898,4
BRASILIA;-74121209,24;-159271447,1
BRASILIA;-74140660,29;-159312995,9
BRASILIA;-74160111,34;-159354544,7
BRASILIA;-74179562,38;-159396093,5
BRASILIA;latitude;longitude
BRASILIA;-74199013,43;-159437642,3
BRASILIA;-74218464,48;-159479191
BRASILIA;-74237915,53;-159520739,8
BRASILIA;-74257366,58;-159562288,6
BRASILIA;-74276817,62;-159603837,4
BRASILIA;-74296268,67;-159645386,2
BRASILIA;-74315719,72;-159686934,9
BRASILIA;-74335170,77;-159728483,7
BRASILIA;-74354621,82;-159770032,5
BRASILIA;-74374072,86;-159811581,3
BRASILIA;-74393523,91;-159853130,1
BRASILIA;-74412974,96;-159894678,8
BRASILIA;-74432426,01;-159936227,6
BRASILIA;-74451877,06;-159977776,4
BRASILIA;-74471328,11;-160019325,2
BRASILIA;-74490779,15;-160060874
BRASILIA;-74510230,2;-160102422,8
BRASILIA;-74529681,25;-160143971,5
BRASILIA;-74549132,3;-160185520,3
BRASILIA;-74568583,35;-160227069,1
BRASILIA;-74588034,39;-160268617,9
BRASILIA;latitude;longitude
BRASILIA;-74607485,44;-160310166,7
BRASILIA;-74626936,49;-160351715,4
BRASILIA;-74646387,54;-160393264,2
BRASILIA;-74665838,59;-160434813
BRASILIA;-74685289,63;-160476361,8
BRASILIA;-74704740,68;-160517910,6
BRASILIA;-74724191,73;-160559459,3
BRASILIA;-74743642,78;-160601008,1
BRASILIA;-74763093,83;-160642556,9
BRASILIA;-74782544,87;-160684105,7
BRASILIA;-74801995,92;-160725654,5
BRASILIA;-74821446,97;-160767203,2
BRASILIA;-74840898,02;-160808752
BRASILIA;-74860349,07;-160850300,8
BRASILIA;-74879800,11;-160891849,6
BRASILIA;-74899251,16;-160933398,4
BRASILIA;-74918702,21;-160974947,1
BRASILIA;-74938153,26;-161016495,9
BRASILIA;-74957604,31;-161058044,7
BRASILIA;-74977055,35;-161099593,5
BRASILIA;-74996506,4;-161141142,3
BRASILIA;latitude;longitude
BRASILIA;-75015957,45;-161182691
BRASILIA;-75035408,5;-161224239,8
BRASILIA;-75054859,55;-161265788,6
BRASILIA;-75074310,59;-161307337,4
BRASILIA;-75093761,64;-161348886,2
BRASILIA;-75113212,69;-161390434,9
BRASILIA;-75132663,74;-161431983,7
BRASILIA;-75152114,79;-161473532,5
BRASILIA;-75171565,84;-161515081,3
BRASILIA;-75191016,88;-161556630,1
BRASILIA;-75210467,93;-161598178,8
BRASILIA;-75229918,98;-161639727,6
BRASILIA;-75249370,03;-161681276,4
BRASILIA;-75268821,08;-161722825,2
BRASILIA;-75288272,12;-161764374
BRASILIA;-75307723,17;-161805922,8
BRASILIA;-75327174,22;-161847471,5
BRASILIA;-75346625,27;-161889020,3
BRASILIA;-75366076,32;-161930569,1
BRASILIA;-75385527,36;-161972117,9
BRASILIA;-75404978,41;-162013666,7
BRASILIA;latitude;longitude
BRASILIA;-75424429,46;-162055215,4
BRASILIA;-75443880,51;-162096764,2
BRASILIA;-75463331,56;-162138313
BRASILIA;-75482782,6;-162179861,8
BRASILIA;-75502233,65;-162221410,6
BRASILIA;-75521684,7;-162262959,3
BRASILIA;-75541135,75;-162304508,1
BRASILIA;-75560586,8;-162346056,9
BRASILIA;-75580037,84;-162387605,7
BRASILIA;-75599488,89;-162429154,5
BRASILIA;-75618939,94;-162470703,2
BRASILIA;-75638390,99;-162512252
BRASILIA;-75657842,04;-162553800,8
BRASILIA;-75677293,08;-162595349,6
BRASILIA;-75696744,13;-162636898,4
BRASILIA;-75716195,18;-162678447,1
BRASILIA;-75735646,23;-162719995,9
BRASILIA;-75755097,28;-162761544,7
